millis,mA
57484,2.00
57487,1.40
57489,1.80
57492,2.00
57494,1.20
57497,1.70
57500,2.10
57502,4.50
57505,1.60
57508,1.90
57510,1.90
57513,1.80
57516,1.60
57519,1.90
57522,2.00
57524,1.70
57527,1.70
57530,2.20
57532,2.20
57535,1.40
57537,2.00
57540,2.00
57543,1.60
57545,1.80
57548,2.30
57551,1.90
57553,2.00
57556,1.60
57559,2.20
57562,2.40
57565,1.70
57567,2.00
57570,2.40
57573,2.10
57575,1.30
57578,2.30
57580,1.90
57583,1.60
57586,2.10
57588,2.10
57591,1.80
57594,-1.40
57596,2.00
57600,2.00
57602,2.00
57605,1.60
57608,2.00
57610,1.70
57613,1.60
57616,2.00
57618,2.10
57621,2.00
57623,1.80
57626,2.00
57629,2.10
57631,1.50
57634,3.90
57636,1.90
57639,1.80
57643,1.50
57645,2.20
57648,2.00
57651,3.80
57653,1.80
57656,2.10
57658,3.80
57661,1.70
57664,1.90
57666,2.20
57669,1.80
57672,1.20
57674,2.10
57677,1.60
57679,1.60
57682,1.70
57686,1.80
57688,1.50
57691,1.30
57694,1.80
57696,1.80
57699,1.30
57701,1.90
57704,1.90
57707,1.70
57709,1.80
57712,1.80
57715,2.20
57717,1.80
57720,1.70
57723,2.30
57725,2.10
57729,1.80
57731,1.80
57734,2.10
57737,2.00
57739,1.70
57742,2.30
57744,2.00
57747,1.40
57750,2.10
57752,2.10
57755,1.80
57758,1.60
57760,2.00
57763,2.00
57765,2.10
57768,1.70
57772,2.10
57774,2.10
57777,1.80
57780,1.80
57782,2.30
57785,1.80
57787,1.50
57790,2.50
57793,2.00
57795,1.60
57798,1.80
57801,2.30
57803,2.10
57806,-0.10
57809,1.70
57811,2.00
57815,1.60
57817,1.50
57820,2.30
57823,1.80
57825,1.50
57828,1.60
57830,2.30
57833,1.40
57836,1.30
57838,2.40
57841,2.00
57844,1.30
57846,2.20
57849,2.10
57851,1.90
57854,3.50
57858,1.80
57860,1.80
57863,1.80
57866,1.80
57868,1.90
57871,2.20
57873,1.10
57876,1.80
57879,2.20
57881,1.60
57884,1.60
57887,2.30
57889,2.00
57892,1.70
57894,1.80
57897,2.00
57901,1.40
57903,1.50
57906,2.20
57909,1.90
57911,1.20
57914,1.70
57916,2.20
57919,1.80
57922,1.70
57924,2.00
57927,2.90
57930,1.70
57932,1.60
57935,3.90
57937,1.80
57940,1.50
57944,2.70
57946,2.20
57949,1.60
57952,1.50
57954,2.00
57957,1.40
57959,1.30
57962,1.70
57965,2.00
57967,1.60
57970,1.30
57973,2.00
57975,1.70
57978,1.80
57980,1.60
57984,2.00
57987,2.00
57989,1.30
57992,2.10
57995,1.90
57997,1.80
58000,1.50
58002,1.80
58005,1.60
58008,1.50
58010,2.10
58013,2.10
58016,1.60
58018,1.30
58021,1.80
58023,1.90
58027,1.70
58030,1.90
58032,1.80
58035,1.80
58038,1.70
58040,2.10
58043,1.80
58045,1.70
58048,1.80
58051,1.80
58053,1.30
58056,1.50
58059,2.10
58061,2.10
58064,1.60
58066,2.00
58070,2.10
58073,1.90
58075,1.80
58078,1.80
58081,2.10
58083,1.80
58086,1.50
58088,2.10
58091,2.20
58094,1.50
58096,1.70
58099,2.00
58102,1.50
58104,1.70
58107,2.40
58109,2.00
58113,1.90
58116,2.40
58118,2.20
58121,1.70
58124,0.60
58126,2.20
58129,1.90
58131,0.10
58134,1.20
58137,2.10
58139,1.50
58142,1.80
58145,1.80
58147,2.00
58150,1.80
58152,1.20
58156,2.30
58159,2.30
58161,1.60
58164,1.70
58167,2.40
58169,1.80
58172,2.30
58174,1.80
58177,1.90
58180,2.40
58182,1.80
58185,2.00
58188,0.20
58190,1.70
58193,1.60
58195,2.50
58199,1.80
58202,1.20
58204,0.70
58207,2.30
58210,1.60
58212,0.70
58215,2.10
58217,2.00
58220,0.70
58223,1.40
58225,2.10
58228,1.60
58231,1.60
58233,1.40
58236,4.70
58238,1.70
58242,1.20
58245,4.20
58247,2.10
58250,1.10
58253,1.90
58255,2.10
58258,2.00
58260,1.40
58263,2.00
58266,1.70
58268,1.50
58271,1.90
58274,2.10
58276,1.60
58279,1.70
58281,1.90
58285,1.90
58288,1.60
58290,1.50
58293,1.90
58296,2.00
58298,1.60
58301,1.70
58303,2.00
58306,1.50
58309,1.50
58311,2.10
58314,1.90
58317,1.50
58319,1.30
58322,2.00
58324,1.90
58328,1.60
58331,1.50
58333,2.00
58336,1.70
58339,1.70
58341,1.70
58344,2.00
58346,1.90
58349,1.70
58352,2.10
58354,1.90
58357,1.20
58360,2.20
58362,2.10
58365,1.60
58368,1.80
58371,2.10
58374,1.50
58376,1.50
58379,2.00
58382,2.00
58384,2.10
58387,1.60
58389,2.30
58392,2.10
58395,1.50
58397,1.70
58400,2.40
58403,2.00
58405,1.60
58408,2.00
58411,2.10
58414,1.60
58417,1.70
58419,2.00
58422,2.00
58425,1.50
58427,2.00
58430,2.00
58432,2.00
58435,1.30
58438,2.30
58440,2.00
58443,1.30
58446,1.80
58448,1.90
58451,1.50
58454,1.50
58457,2.20
58460,2.30
58462,1.70
58465,1.80
58468,2.10
58470,1.60
58473,1.90
58475,1.80
58478,1.90
58481,1.60
58483,1.80
58486,2.40
58489,0.90
58491,1.40
58494,1.80
58497,2.00
58500,1.70
58503,1.40
58505,2.30
58508,2.20
58511,1.50
58513,2.10
58516,2.40
58518,1.60
58521,1.30
58524,2.10
58526,1.70
58529,2.00
58532,1.70
58534,2.20
58537,1.70
58540,1.50
58543,1.80
58546,1.70
58548,1.70
58551,1.60
58554,1.20
58556,2.10
58559,1.70
58561,2.10
58564,2.20
58567,1.80
58569,1.30
58572,2.00
58575,2.20
58577,2.10
58580,1.40
58583,2.00
58586,3.00
58589,1.50
58591,1.50
58594,2.30
58597,1.50
58599,1.90
58602,2.20
58604,2.00
58607,1.50
58610,1.20
58612,2.00
58615,1.80
58618,1.60
58620,1.90
58624,1.80
58626,1.50
58629,1.90
58632,1.80
58634,1.70
58637,1.40
58640,1.20
58642,2.70
58645,2.00
58647,1.60
58650,2.90
58653,1.90
58655,1.80
58658,1.80
58661,2.00
58663,2.10
58667,1.40
58669,1.70
58672,2.30
58675,1.70
58677,1.60
58680,1.80
58683,2.00
58685,2.00
58688,1.40
58690,1.70
58693,1.90
58696,2.00
58698,1.70
58701,1.90
58703,2.00
58706,2.20
58710,2.20
58712,2.40
58715,1.50
58718,1.90
58720,2.10
58723,1.70
58726,1.80
58728,1.80
58731,1.90
58733,1.80
58736,1.50
58739,1.60
58741,1.80
58744,1.50
58747,1.60
58749,2.00
58753,1.60
58755,1.30
58758,2.10
58761,2.00
58763,1.60
58766,1.90
58769,2.20
58771,1.70
58774,1.60
58776,1.80
58779,1.60
58782,1.50
58784,1.50
58787,1.80
58790,2.20
58792,1.60
58796,1.70
58798,2.30
58801,1.70
58804,1.30
58806,2.10
58809,1.90
58812,1.80
58814,1.80
58817,2.20
58819,1.90
58822,1.50
58825,1.60
58827,1.90
58830,1.90
58833,1.70
58835,2.30
58839,2.40
58841,1.80
58844,1.80
58847,2.00
58849,1.80
58852,1.50
58855,2.30
58857,2.00
58860,1.80
58862,2.10
58865,2.20
58868,2.00
58870,1.30
58873,1.90
58876,2.10
58878,1.70
58882,1.50
58884,2.00
58887,2.30
58890,1.70
58892,1.90
58895,2.20
58898,1.70
58900,1.40
58903,2.20
58905,2.10
58908,1.90
58911,1.70
58913,2.00
58916,1.60
58919,1.60
58921,1.90
58925,2.30
58927,1.80
58930,1.40
58933,2.10
58935,1.70
58938,1.60
58941,1.80
58943,1.90
58946,2.10
58948,1.20
58951,1.90
58954,2.10
58956,1.70
58959,1.90
58962,2.10
58964,1.90
58968,1.60
58970,1.50
58973,2.20
58976,1.80
58978,1.70
58981,2.10
58984,2.00
58986,1.80
58989,2.00
58991,2.00
58994,2.10
58997,1.60
58999,1.80
59002,1.60
59005,1.80
59008,1.60
59011,2.00
59013,2.00
59016,2.10
59019,2.10
59021,2.00
59024,1.70
59027,1.60
59029,2.20
59032,1.80
59034,1.50
59037,1.90
59040,2.30
59042,1.80
59045,1.70
59048,2.10
59051,1.70
59054,1.60
59056,1.90
59059,2.10
59062,1.80
59064,1.50
59067,2.00
59070,1.90
59072,1.60
59075,1.30
59077,2.00
59080,1.20
59083,1.10
59085,2.10
59088,1.90
59091,1.30
59094,1.70
59097,2.00
59099,1.60
59102,1.70
59105,2.40
59107,1.70
59110,1.80
59113,1.90
59115,2.00
59118,1.90
59120,0.70
59123,1.90
59126,1.90
59128,1.50
59131,1.90
59134,2.30
59137,1.90
59140,1.60
59142,1.70
59145,1.70
59148,1.80
59150,1.20
59153,2.80
59156,1.90
59158,1.90
59161,1.50
59163,2.20
59166,2.00
59169,1.30
59171,1.90
59174,1.80
59177,1.60
59180,1.60
59183,2.00
59185,1.70
59188,1.30
59191,2.00
59193,1.80
59196,1.50
59199,1.40
59201,1.70
59204,1.80
59206,1.90
59209,2.00
59212,2.10
59214,1.60
59217,1.60
59220,2.30
59223,1.90
59226,1.80
59228,1.60
59231,1.70
59234,1.40
59236,1.40
59239,2.00
59242,1.50
59244,1.70
59247,1.60
59249,1.90
59252,1.80
59255,1.50
59257,1.80
59260,2.00
59264,1.30
59266,1.30
59269,2.10
59271,2.00
59274,1.20
59277,2.10
59279,2.10
59282,1.50
59285,1.80
59287,2.10
59290,1.30
59292,1.60
59295,2.10
59298,1.90
59300,1.80
59303,1.90
59307,1.70
59309,1.60
59312,1.30
59314,1.90
59317,2.10
59320,1.80
59322,1.50
59325,2.30
59328,1.80
59330,1.40
59333,2.00
59335,2.10
59338,1.30
59341,1.80
59343,2.20
59346,1.60
59350,1.90
59352,1.80
59355,1.60
59357,1.60
59360,1.50
59363,2.20
59365,1.30
59368,1.20
59371,2.00
59373,1.90
59376,1.50
59378,1.80
59381,2.40
59384,1.70
59386,1.20
59389,2.20
59393,2.00
59395,1.30
59398,1.60
59400,2.00
59403,1.60
59406,2.00
59408,2.20
59411,2.10
59414,1.80
59416,1.70
59419,2.20
59421,1.90
59424,1.70
59427,2.00
59429,1.90
59432,2.10
59436,6.90
59438,7.00
59441,6.20
59443,6.10
59446,6.70
59449,6.90
59451,6.90
59454,7.10
59457,23.40
59459,23.00
59462,23.60
59465,23.80
59467,23.70
59470,23.80
59473,6.00
59475,24.30
59479,23.00
59482,21.80
59484,37.60
59487,24.20
59490,23.40
59493,21.90
59495,31.00
59498,4.40
59501,4.00
59503,4.50
59506,4.70
59508,3.80
59511,3.00
59514,3.50
59516,3.50
59520,3.60
59523,3.40
59525,3.40
59528,3.40
59530,3.30
59533,3.90
59536,3.90
59538,3.40
59541,2.90
59544,4.10
59546,3.40
59549,3.30
59552,3.80
59554,3.70
59557,3.00
59559,3.70
59563,4.10
59566,3.20
59568,3.00
59571,3.80
59574,3.60
59576,2.70
59579,3.10
59581,3.70
59584,3.30
59587,3.30
59589,3.70
59592,3.80
59595,3.10
59597,3.00
59600,3.80
59602,3.30
59606,2.90
59609,3.80
59611,3.70
59614,3.60
59617,3.50
59619,3.40
59622,3.30
59624,2.90
59627,3.60
59630,3.40
59632,3.60
59635,3.30
59638,3.70
59640,3.50
59643,3.30
59645,3.40
59649,4.00
59652,3.30
59654,3.40
59657,4.40
59660,3.50
59662,3.00
59665,4.00
59667,3.30
59670,3.30
59673,3.40
59675,4.00
59678,3.60
59681,3.40
59683,3.30
59686,3.40
59688,2.90
59692,3.50
59695,3.90
59697,3.90
59700,2.80
59703,3.70
59705,4.00
59708,3.10
59710,3.10
59713,3.90
59716,3.30
59718,3.10
59721,3.90
59724,3.80
59726,3.30
59729,2.80
59731,3.80
59735,3.90
59738,3.30
59740,3.50
59743,3.90
59746,3.40
59748,3.50
59751,3.70
59753,3.30
59756,3.20
59759,3.50
59761,4.10
59764,3.30
59767,3.00
59769,3.30
59772,3.80
59774,3.20
59778,3.50
59781,3.60
59783,3.00
59786,3.00
59789,3.90
59791,3.60
59794,3.40
59796,3.50
59799,3.70
59802,0.50
59804,2.80
59807,3.70
59810,3.60
59812,1.90
59815,1.90
59817,2.10
59821,1.50
59824,1.60
59826,2.00
59829,1.70
59832,1.70
59834,4.50
59837,1.80
59839,1.70
59842,1.50
59845,2.50
59847,2.00
59850,1.90
59853,1.70
59855,2.20
59858,-0.60
59860,1.80
59864,2.10
59867,1.80
59869,1.30
59872,1.80
59875,1.90
59877,2.00
59880,1.00
59882,2.30
59885,2.10
59888,1.50
59890,4.70
59893,1.80
59895,2.00
59898,3.30
59901,2.20
59904,1.70
59907,1.40
59910,1.80
59912,2.20
59915,1.30
59918,1.80
59920,2.10
59923,1.70
59925,1.30
59928,2.10
59931,1.60
59933,1.50
59936,1.70
59939,1.80
59941,1.70
59944,1.80
59947,1.80
59950,1.90
59953,1.50
59955,1.70
59958,2.00
59960,1.80
59963,1.30
59966,2.00
59968,1.70
59971,1.30
59974,2.00
59976,2.60
59979,1.30
59981,1.40
59984,1.80
59987,1.70
59990,1.60
59993,1.60
59996,1.90
59998,2.30
60001,1.60
60004,1.30
60006,1.80
60009,1.50
60011,1.60
60014,2.20
60017,1.90
60019,1.00
60022,1.80
60025,2.20
60027,1.60
60030,1.70
60033,2.10
60036,2.20
60039,1.50
60041,2.00
60044,2.00
60047,2.00
60049,1.40
60052,2.10
60054,2.30
60057,1.70
60060,1.70
60062,2.30
60065,1.90
60068,1.30
60070,2.50
60073,1.80
60076,1.30
60079,1.60
60082,2.10
60084,1.80
60087,2.00
60089,2.10
60092,1.90
60095,2.00
60097,1.70
60100,1.70
60103,1.70
60105,1.60
60108,1.80
60111,2.20
60113,1.70
60116,1.20
60119,1.80
60122,2.20
60125,1.80
60127,1.60
60130,1.70
60133,1.60
60135,1.60
60138,1.90
60140,1.80
60143,2.00
60146,1.90
60148,2.00
60151,2.50
60153,1.50
60156,1.90
60160,2.20
60162,1.80
60165,1.60
60168,2.20
60170,1.70
60173,1.20
60175,1.30
60178,2.20
60181,1.90
60183,1.50
60186,1.80
60189,1.80
60191,2.30
60194,1.30
60196,2.30
60199,1.90
60203,1.30
60205,2.20
60208,2.30
60211,1.80
60213,2.00
60216,2.60
60218,2.20
60221,2.10
60224,2.10
60226,2.60
60229,2.00
60232,2.10
60234,2.40
60237,2.10
60239,1.70
60242,2.00
60246,2.40
60248,1.80
60251,1.70
60254,2.30
60256,2.20
60259,2.10
60261,2.20
60264,2.40
60267,2.00
60269,2.20
60272,2.50
60275,1.90
60277,1.60
60280,2.30
60282,2.10
60285,1.80
60289,2.20
60291,2.30
60294,1.90
60297,2.40
60299,2.30
60302,2.50
60305,2.10
60307,2.20
60310,2.30
60312,2.40
60315,1.90
60318,2.40
60320,3.10
60323,2.10
60326,2.00
60328,2.40
60332,1.80
60334,1.60
60337,1.80
60340,1.80
60342,1.60
60345,1.70
60348,2.10
60350,1.60
60353,-1.10
60355,2.00
60358,1.80
60361,2.10
60363,1.20
60366,2.20
60369,1.80
60371,1.70
60375,2.10
60377,1.80
60380,1.80
60383,1.50
60385,4.50
60388,1.60
60391,1.50
60393,1.50
60396,2.10
60398,1.40
60401,1.80
60404,2.60
60406,1.80
60409,-0.90
60412,1.80
60414,1.90
60418,1.30
60420,2.00
60423,2.00
60426,1.60
60428,1.70
60431,2.00
60434,1.90
60436,1.30
60439,1.60
60441,4.00
60444,2.20
60447,1.20
60449,3.10
60452,2.00
60455,1.60
60457,1.30
60461,2.10
60463,1.90
60466,1.10
60469,1.80
60471,1.90
60474,1.40
60477,1.60
60479,2.20
60482,1.60
60484,1.80
60487,2.10
60490,1.50
60492,1.80
60495,1.70
60498,1.90
60500,1.80
60504,1.70
60506,1.50
60509,2.40
60512,1.60
60514,1.30
60517,2.00
60520,1.80
60522,1.60
60525,2.00
60527,1.80
60530,1.80
60533,1.90
60535,2.30
60538,2.10
60541,1.50
60544,2.30
60547,1.60
60549,2.10
60552,1.50
60555,2.00
60557,2.10
60560,2.00
60563,1.80
60565,2.10
60568,1.90
60570,1.70
60573,2.00
60576,1.90
60578,1.20
60581,2.30
60584,1.80
60587,1.50
60590,1.70
60592,2.10
60595,1.30
60598,1.60
60600,1.70
60603,2.00
60606,1.50
60608,1.30
60611,1.90
60613,2.00
60616,1.40
60619,2.00
60621,2.10
60624,1.40
60627,1.70
60630,2.00
60633,1.80
60635,1.50
60638,1.70
60641,2.00
60643,1.70
60646,1.80
60649,2.00
60651,2.00
60654,1.60
60656,1.80
60659,1.80
60662,1.80
60664,1.70
60667,2.30
60670,2.00
60673,1.70
60676,2.10
60678,2.20
60681,1.70
60684,1.40
60686,2.30
60689,1.70
60692,1.30
60694,2.20
60697,2.20
60699,1.80
60702,1.50
60705,2.20
60707,1.70
60710,1.60
60713,1.70
60716,1.90
60719,1.50
60721,1.50
60724,2.10
60727,2.00
60729,1.80
60732,2.30
60735,2.40
60737,1.50
60740,1.40
60742,2.80
60745,1.80
60748,1.60
60750,2.10
60753,2.20
60756,1.70
60759,1.60
60762,2.10
60764,2.00
60767,1.60
60770,1.80
60772,1.80
60775,-0.70
60778,1.80
60780,2.30
60783,1.80
60785,1.60
60788,1.30
60791,2.00
60793,1.90
60796,1.60
60800,2.20
60802,1.80
60805,1.70
60807,1.80
60810,1.90
60813,2.20
60815,1.80
60818,1.40
60821,2.10
60823,2.20
60826,1.60
60828,2.20
60831,-1.10
60834,1.60
60836,1.20
60839,0.50
60843,1.90
60845,1.70
60848,2.00
60850,2.00
60853,1.70
60856,1.90
60858,1.60
60861,2.20
60864,1.80
60866,1.60
60869,2.10
60872,3.10
60874,1.80
60877,1.50
60879,1.80
60882,1.80
60886,1.40
60888,1.90
60891,2.00
60894,1.80
60896,0.50
60899,2.40
60901,1.70
60904,0.60
60907,1.50
60909,2.40
60912,1.70
60914,1.70
60917,2.20
60920,1.90
60922,1.60
60925,1.50
60929,3.10
60931,1.80
60934,1.60
60937,2.30
60939,2.10
60942,1.80
60944,-1.10
60947,2.10
60950,2.10
60952,-1.10
60955,1.50
60958,2.20
60960,1.50
60963,1.80
60965,1.90
60968,1.70
60972,1.80
60974,1.50
60977,4.10
60980,2.00
60982,1.60
60985,3.90
60987,2.10
60990,1.70
60993,1.90
60995,1.90
60998,2.00
61001,1.60
61003,1.50
61006,2.10
61008,0.90
61011,1.50
61015,2.10
61017,1.80
61020,1.80
61023,1.80
61025,1.60
61028,2.10
61030,1.90
61033,1.10
61036,2.30
61038,2.10
61041,2.00
61044,1.80
61046,2.30
61049,2.80
61051,1.70
61054,1.80
61058,2.10
61060,1.70
61063,1.30
61066,2.00
61068,2.10
61071,1.50
61073,0.90
61076,2.00
61079,1.70
61081,1.50
61084,1.90
61087,1.80
61089,1.20
61092,1.60
61094,2.00
61097,1.80
61101,1.70
61103,2.10
61106,1.90
61109,1.70
61111,1.60
61114,2.20
61116,2.40
61119,1.20
61122,1.20
61124,2.30
61127,1.70
61130,1.20
61132,2.40
61135,1.70
61137,1.50
61140,1.70
61144,2.20
61146,1.60
61149,1.80
61152,1.90
61154,2.40
61157,1.90
61159,1.50
61162,2.00
61165,1.70
61167,1.80
61170,1.80
61173,2.20
61175,1.70
61178,1.60
61180,2.50
61184,1.80
61187,1.20
61189,1.60
61192,2.00
61195,1.70
61197,2.00
61200,2.10
61202,2.10
61205,1.60
61208,1.70
61210,2.00
61213,1.80
61216,1.40
61218,1.80
61221,1.90
61223,1.60
61227,1.60
61230,2.30
61232,1.80
61235,1.60
61238,1.90
61240,2.10
61243,1.50
61245,1.90
61248,2.00
61251,1.90
61253,2.00
61256,1.50
61259,1.80
61261,1.80
61264,1.70
61266,1.70
61270,2.30
61273,2.00
61275,1.60
61278,2.20
61281,2.10
61283,1.20
61286,1.80
61288,1.90
61291,1.50
61294,1.80
61296,1.90
61299,1.80
61302,1.80
61304,1.90
61307,2.20
61309,2.00
61313,1.70
61316,1.70
61318,2.10
61321,1.90
61324,1.70
61326,1.30
61329,2.00
61331,1.10
61334,1.70
61337,1.70
61339,1.20
61342,1.50
61345,2.30
61347,1.80
61350,1.70
61352,1.90
61356,2.00
61359,2.40
61361,1.90
61364,1.80
61367,2.10
61369,1.60
61372,1.90
61374,1.90
61377,1.90
61380,1.30
61382,1.50
61385,1.80
61388,1.40
61390,1.30
61393,2.30
61395,1.90
61399,1.70
61402,2.10
61404,2.00
61407,2.10
61410,1.50
61412,1.80
61415,2.00
61417,1.30
61420,1.80
61423,2.50
61425,1.70
61428,1.20
61431,0.80
61433,2.00
61436,1.50
61438,0.60
61442,2.00
61445,1.90
61447,1.50
61450,2.30
61453,1.90
61455,1.60
61458,1.30
61460,2.10
61463,2.10
61466,1.80
61468,2.00
61471,3.10
61474,1.20
61476,1.40
61479,2.20
61481,6.10
61485,6.40
61488,7.30
61490,6.20
61493,7.00
61496,6.40
61498,7.00
61501,6.90
61503,24.80
61506,23.20
61509,20.60
61512,23.30
61514,23.30
61517,24.00
61520,8.20
61522,15.60
61526,24.10
61529,22.60
61531,22.00
61534,21.70
61537,22.50
61539,24.10
61542,23.60
61545,22.10
61548,30.00
61550,23.50
61553,4.00
61556,4.10
61558,4.40
61561,3.70
61563,4.40
61566,3.50
61570,3.50
61572,2.90
61575,3.90
61578,4.10
61580,3.10
61583,3.30
61585,3.70
61588,3.20
61591,3.50
61593,3.80
61596,3.80
61599,3.40
61601,3.10
61604,3.80
61606,3.60
61609,3.60
61613,3.30
61615,4.00
61618,2.90
61621,2.90
61623,3.70
61626,4.10
61628,3.20
61631,3.40
61634,3.90
61636,3.60
61639,3.40
61642,3.70
61644,3.80
61647,3.50
61649,3.20
61652,4.00
61656,3.50
61658,3.10
61661,3.10
61664,3.50
61666,3.10
61669,2.90
61671,3.50
61674,2.60
61677,3.40
61679,3.10
61682,3.50
61685,3.40
61687,2.90
61690,4.20
61692,3.70
61696,2.70
61699,3.60
61701,3.80
61704,3.50
61707,3.00
61709,3.50
61712,3.60
61714,3.60
61717,3.40
61720,4.10
61722,1.70
61725,3.20
61728,3.90
61730,1.90
61733,3.60
61735,3.60
61739,3.60
61742,3.10
61744,3.10
61747,3.60
61750,3.70
61752,3.30
61755,3.30
61757,3.70
61760,3.40
61763,4.60
61765,2.90
61768,3.70
61771,3.40
61773,3.10
61776,4.00
61778,3.70
61782,2.90
61785,3.00
61787,3.50
61790,3.30
61793,3.10
61795,3.40
61798,4.00
61800,3.20
61803,3.50
61806,3.70
61808,3.20
61811,2.70
61814,3.60
61816,3.90
61819,3.50
61821,3.30
61825,3.90
61828,4.10
61830,3.40
61833,3.40
61836,3.80
61838,3.10
61841,2.90
61843,3.80
61846,3.70
61849,3.30
61851,3.60
61854,3.70
61857,3.10
61859,3.00
61862,1.90
61864,2.00
61868,1.40
61871,1.60
61873,2.20
61876,4.00
61879,2.00
61881,1.70
61884,1.80
61886,1.80
61889,1.60
61892,2.30
61894,1.90
61897,1.80
61900,-0.60
61902,2.20
61905,1.40
61907,1.50
61911,2.00
61914,1.90
61916,1.20
61919,2.10
61922,1.80
61924,1.60
61927,1.30
61929,2.10
61932,4.00
61935,1.90
61937,1.90
61940,3.00
61943,1.60
61945,1.30
61948,1.80
61950,1.80
61954,1.60
61957,1.70
61959,2.20
61962,1.80
61965,1.20
61967,1.80
61970,1.90
61972,1.10
61975,1.90
61978,1.60
61980,4.60
61983,1.70
61986,1.80
61988,4.70
61991,1.80
61993,1.80
61997,2.60
62000,2.00
62002,1.70
62005,1.80
62008,2.20
62010,1.80
62013,1.30
62015,2.20
62018,1.90
62021,1.30
62023,1.50
62026,2.20
62029,1.70
62031,1.80
62034,1.90
62036,2.10
62040,1.70
62043,1.70
62045,2.10
62048,2.20
62051,1.70
62053,1.60
62056,2.10
62058,1.60
62061,1.40
62064,2.20
62066,1.90
62069,1.60
62072,1.70
62074,1.90
62077,1.30
62080,1.80
62083,2.20
62086,1.80
62088,1.80
62091,1.90
62094,2.20
62096,2.00
62099,1.50
62102,1.40
62104,1.90
62107,1.70
62109,1.80
62112,2.10
62115,1.90
62117,1.30
62120,1.70
62123,1.70
62126,1.60
62129,1.30
62131,1.60
62134,1.70
62137,1.30
62139,1.90
62142,2.00
62144,1.90
62147,1.30
62150,1.70
62152,1.90
62155,2.00
62158,1.20
62160,2.00
62163,1.80
62166,1.50
62169,1.80
62172,2.00
62174,1.30
62177,1.80
62180,2.00
62182,1.80
62185,1.90
62187,1.80
62190,2.00
62193,1.80
62195,1.40
62198,1.70
62201,1.80
62203,1.80
62206,1.40
62210,2.20
62212,2.10
62215,1.60
62217,2.00
62220,2.30
62223,2.10
62225,1.50
62228,2.10
62230,1.60
62233,1.90
62236,1.70
62238,1.60
62241,1.70
62244,1.40
62246,1.60
62249,2.20
62253,1.70
62255,1.50
62258,2.00
62260,1.90
62263,1.30
62266,1.80
62268,2.00
62271,2.00
62274,2.00
62276,1.90
62279,1.90
62281,1.50
62284,1.70
62287,2.20
62289,1.90
62292,1.40
62296,1.30
62298,2.20
62301,1.90
62303,1.90
62306,1.70
62309,2.10
62311,1.40
62314,1.80
62317,2.30
62319,1.70
62322,1.80
62324,1.80
62327,1.80
62330,1.90
62332,1.80
62336,1.90
62339,1.80
62341,1.40
62344,2.00
62346,2.20
62349,1.60
62352,1.40
62354,2.40
62357,2.00
62360,1.60
62362,1.70
62365,2.00
62367,1.60
62370,2.20
62373,1.90
62375,1.70
62379,1.90
62382,1.80
62384,2.20
62387,1.70
62389,1.90
62392,1.60
62395,2.00
62397,1.70
62400,1.70
62403,2.20
62405,2.00
62408,1.70
62410,-0.90
62413,2.00
62416,1.60
62418,1.40
62422,2.40
62425,1.60
62427,1.30
62430,2.10
62432,1.90
62435,2.20
62438,1.80
62440,2.20
62443,2.10
62446,1.40
62448,2.00
62451,2.30
62453,1.90
62456,1.90
62459,1.90
62461,2.30
62465,1.10
62468,1.00
62470,2.20
62473,1.80
62475,1.00
62478,1.80
62481,2.00
62483,2.20
62486,1.70
62489,2.10
62491,2.00
62494,2.10
62496,1.80
62499,2.00
62502,2.00
62504,1.80
62508,2.20
62511,1.90
62513,1.50
62516,1.50
62518,2.20
62521,1.80
62524,-1.40
62526,2.20
62529,2.00
62532,2.00
62534,1.70
62537,2.10
62539,2.30
62542,1.70
62545,2.00
62547,2.20
62551,1.70
62554,1.70
62556,3.50
62559,2.00
62561,1.60
62564,1.40
62567,1.80
62569,1.80
62572,1.90
62575,2.20
62577,2.10
62580,0.10
62582,2.10
62585,2.20
62588,1.20
62590,1.60
62594,2.00
62597,2.40
62599,1.80
62602,1.50
62604,2.50
62607,1.70
62610,1.80
62612,2.00
62615,1.80
62618,1.80
62620,1.70
62623,2.00
62625,2.00
62628,-0.20
62631,1.60
62633,2.10
62637,0.20
62640,1.60
62642,1.80
62645,1.90
62647,1.70
62650,1.40
62653,1.50
62655,1.90
62658,1.60
62661,2.30
62663,2.30
62666,1.80
62668,2.40
62671,2.00
62674,2.30
62676,1.40
62680,1.90
62683,2.10
62685,1.90
62688,1.60
62690,2.00
62693,1.80
62696,1.70
62698,1.30
62701,1.70
62704,1.80
62706,1.50
62709,1.20
62711,2.20
62714,2.00
62717,1.10
62720,1.80
62723,2.00
62726,1.80
62728,1.40
62731,1.80
62733,2.10
62736,1.50
62739,1.30
62741,0.10
62744,2.00
62747,1.30
62749,2.00
62752,1.90
62754,1.60
62757,1.20
62760,1.90
62763,2.00
62766,1.40
62769,2.10
62771,2.00
62774,3.40
62776,1.40
62779,2.20
62782,2.80
62784,1.50
62787,1.80
62790,2.10
62792,2.00
62795,1.70
62797,1.80
62800,2.20
62803,1.60
62806,1.10
62809,2.30
62812,2.00
62814,1.20
62817,2.10
62820,1.90
62822,3.80
62825,1.60
62827,2.20
62830,3.90
62833,1.30
62835,1.70
62838,2.10
62841,1.80
62843,1.20
62846,1.40
62849,1.90
62852,1.80
